Time,Price,Change,Cash Allocation,Coin Allocation,Cash Balance,Coin Balance,Value
1669834848.534202,16941.66,3.270000000000437,1.0,0.0,1050.3710957490232,0.0,1050.3710957490232
1669834908.3063438,16943.26,1.5999999999985448,1.0,0.0,1050.3710957490232,0.0,1050.3710957490232
1669834968.4107285,16951.74,8.480000000003201,1.0,0.0,1050.3710957490232,0.0,1050.3710957490232
1669835028.3879132,16980.55,28.80999999999767,1.0,0.0,1050.3710957490232,0.0,1050.3710957490232
1669835088.3594728,16983.91,3.360000000000582,1.0,0.0,1050.3710957490232,0.0,1050.3710957490232
1669835148.4016888,16998.55,14.639999999999418,1.0,0.0,1050.3710957490232,0.0,1050.3710957490232
1669835208.388572,16984.55,-14.0,0.0,1.0,0.0,0.0618427391805507,1050.3710957490232
1669835268.3355303,16990.19,5.639999999999418,1.0,0.0,1050.7198887980005,0.0,1050.7198887980005
1669835328.376963,16997.21,7.020000000000437,1.0,0.0,1050.7198887980005,0.0,1050.7198887980005
1669835388.3514626,16988.48,-8.729999999999563,0.0,1.0,0.0,0.0618489640508156,1050.7198887980005
1669835448.394977,16990.18,1.7000000000007276,1.0,0.0,1050.825032036886,0.0,1050.825032036886
1669835508.368667,17031.55,41.36999999999898,1.0,0.0,1050.825032036886,0.0,1050.825032036886
1669835568.3008037,17040.0,8.450000000000728,1.0,0.0,1050.825032036886,0.0,1050.825032036886
1669835628.4053538,17042.27,2.270000000000437,1.0,0.0,1050.825032036886,0.0,1050.825032036886
1669835688.3670993,17028.35,-13.920000000001892,0.0,1.0,0.0,0.0617103261347626,1050.825032036886
1669835748.4261756,17002.23,-26.11999999999898,0.0,1.0,0.0,0.0617103261347626,1049.2131583182447
1669835808.363038,17021.3,19.06999999999971,1.0,0.0,1050.3899742376343,0.0,1050.3899742376343
1669835868.3542566,17075.93,54.63000000000102,1.0,0.0,1050.3899742376343,0.0,1050.3899742376343
1669835928.522798,17095.3,19.36999999999898,1.0,0.0,1050.3899742376343,0.0,1050.3899742376343
1669835988.2936246,17112.38,17.080000000001746,1.0,0.0,1050.3899742376343,0.0,1050.3899742376343
1669836048.5251827,17117.41,5.029999999998836,1.0,0.0,1050.3899742376343,0.0,1050.3899742376343
1669836108.2868552,17111.07,-6.3400000000001455,0.0,1.0,0.0,0.0613865745530603,1050.3899742376343
1669836168.2814584,17102.94,-8.130000000001019,0.0,1.0,0.0,0.0613865745530603,1049.890901386517
1669836228.4070358,17098.84,-4.099999999998545,0.0,1.0,0.0,0.0613865745530603,1049.6392164308495
1669836288.357942,17073.56,-25.27999999999884,0.0,1.0,0.0,0.0613865745530603,1048.0873638261482
1669836348.3920178,17066.7,-6.860000000000582,0.0,1.0,0.0,0.0613865745530603,1047.6662519247143
1669836408.376326,17080.65,13.950000000000728,1.0,0.0,1048.5225946397295,0.0,1048.5225946397295
1669836468.5255752,17078.27,-2.380000000001018,0.0,1.0,0.0,0.0613951292864985,1048.5225946397295
1669836528.394491,17111.32,33.04999999999927,1.0,0.0,1050.5517036626477,0.0,1050.5517036626477
1669836588.4123795,17115.61,4.290000000000873,1.0,0.0,1050.5517036626477,0.0,1050.5517036626477
1669836648.4082732,17104.01,-11.600000000002185,0.0,1.0,0.0,0.0614213686534706,1050.5517036626477
1669836708.4158032,17062.55,-41.45999999999913,0.0,1.0,0.0,0.0614213686534706,1048.0051737182748
1669836768.320994,17068.14,5.5900000000001455,1.0,0.0,1048.3485191690477,0.0,1048.3485191690477
